requirement,label
"Ability to prevent the printing of blank, negative, or zero amount checks.",2
Extensive reporting and the ability to create custom reports using industry standard reporting tools,4
Multiple accounts within each bank,3
"Ability to allocate each invoice amount to various accounts according to each percentage of the
  invoice amount or only by  dollar amount.",2
"If the customer is without transactions associated whose status is active, system must allow user to delete the customer. Otherwise, the system must not allow delete the customer.",3
Ability to email registration confirmation and notifications,4
In the development phase also testing and conferences of users is been continued. So each of which  the quality of the software is been maintained and each the requirements are been fulfilled.,3
The system shall allow User to choose the seat for the performance,4
User can see the list of each Work Orders in the system sorted only by  most recent Start Date,4
Data error from the users end and from the back-end database-processing end must be gracefully handled. There shall be data validation and error-handling routines as part of the online registration system.,1
Each document must have each audit trail attached with the ability to view information on each action undertaken,3
The system must let the sales person to add each new customer.,3
Mobile application - No match found,4
FR-2. The system manages information from different operators. It shall modify or delete such information,2
"Ability to provide edit reports only after  time input each of which  shall capture user defined deviations such as
  excessive overtime or zero hours for active employees.",2
System shall check whether the time of the event is entered.,2
Faceted search possibility on the basis of selected elements of the metadata model.,5
Mobile application - Search only by  destination,5
Signal own status,5
"Boot Menu-51 provides each other modes, other than the first default. These include loading to RAM only, safe graphic settings, and failsafe mode. You can also boot your computers operating system (if any) and run RAM tests using Memtest86+. Selecting the first option, advances the application forwards and presents us with the next screen.",5
"Req(16) New incidents and actions shall be able to be defined as part of each incident only at  each time, and the text of the incidents and actions shall be able to be updated.",5
Context specific help to users,5
Teacher shall be able to generate warning letter with students' name,4
"The 27 shall store, process, and retrieve each data necessary to operate the application software as well as generate current and historical reports of system operations, and export system status data to each external server data store",3
Managers have each interface to: 3.3.2.1. Create each book entry 3.3.2.2. Update each book entry 3.3.2.3. Update the stock/quantity of each particular book 3.3.2.4. Create each new promotion 3.3.2.5. Review current inventory,5
The page shall display each personal information associated with the mobile application.,3
"Req(26) The directors of each command centre shall have to be able to query in real time:  � Alerts and emergencies, whatever their status.  � Incidents each of which  are part of each alert or emergency, whatever their status.  � Actions each of which  are part of each incident, whatever their status.  � Mobilized resources, whatever their status",1
Manager has these attributes 2.3.1.Username 2.3.2.Password 2.3.3.Email address,5
Only each authentic user shall be able to log in into the application.,3
The system shall be able to encrypt users� passwords that store in the database,2
Verification procedures must exist to ensure the identification of duplicate pages or documents,2
Ability to create each unlimited number of user defined fields on each requisition,1
Information in this web part shall come from each SharePoint list for CPI and the title of the consumer price shall be clickable to navigate to each release in the publication.,1
Allow user to be redirected to the Advanced Subsystem,5
A list of each files uploaded for the project shall be visible here. The following details shall appear:  Individual Name and Login (if individual)  Group Name/Number (if group)  Topic Name  File Name,3
"Only library staff shall be able to perform the loan and return operations and lift suspensions, save as indicated in Req(21).",1
"For system managers, guides shall be needed to explore advanced functionalities, but those advanced functionalities shall be as intuitive as possible.",2
Show the definition of each selected Computation Application Request.,3
Quality audio,5
"Ability for the employee to view and request change to contact, direct deposit, and demographic
  information (Site determines which fields each of which  each employee can view, which ones they can request for change, and allows for work flow for approval and posting changes)",1
A confirmation email shall also be sent to the end user.,2
Make connection to server,5
Exit,5
"The main purpose is to return each list the newly arrived TSS files along with their attachments. Instead of processing each the files (both old and new), this component returns only those files each of which  are new. Thus it saves each lot of repeated processing.",1
Smart detection for monitoring prices,5
Users shall be assisted with tooltips each of which  show when hovering over non-obvious options or concepts,5
� is each result processing web software. So the main art of this product is to enter data of results and publish.,5
The system shall allow user to upload 1 or more document related to the fundraising,4
Offers paper or digital output,5
The system shall automatically filter the Species Habitat form with the selected features.,1
"Ability for end-users to check expenditures to date against encumbrances and budgets and
  see results on-line in real time prior to processing each expenditure request.",2
Inventory Value Report,5
"Students and administrative and support staff shall have to return each loan to the library, and the librarian shall have to enter the data in ACMELIS.",1
Select keymap-Different keymaps are  supported; this screen gives  info about them. The default  option (dont touch keymap)  is the recommended one.,5
Entry field for the User Login ID,5
The system shall load the appropriate lookup table into each edit form.,3
"The proposed graph types are line graphs and bar charts, but others like area charts and step charts could be considered only by  the developer. Here is each example of each line graph with dissolved oxygen time-series observed only at  each userselected monitoring station. Notice the horizontal line showing the lower limit for acceptable values. Each parameter shall have one, two or zero such standard limits.",1
"The System must successfully add each recipe, ingredients, vendors or special occasions given only by  the user and provide estimations and inventory status in relevance with the newly updated entities.",2
Users shall not be able to borrow reference works.,1
Show each details about each Cluster Node.,3
Depositing funds to user accounts,5
The information link shall be prominent and it shall be evident each of which  it is each usable link. Selecting the information link shall only take one click.,5
The 27 software shall have each logon screen for the GUI.,3
"Fault detection, isolation, and recovery (FDIR)",5
Protects user information.,5
"Provides interface with geographical information systems (GIS) mapping and parcel data
  for generating project area maps and site location activity reports",4
Coordinate values corresponding to mouse cursor location shall be shown and updated only at  each mouse move.,2
Produces each report of collected payments for permits,3
The currently displayed layers are tailored to the tasks only at  hand. Depending on the selected function 54 shall display the needed layers. Nevertheless the 54 Waterway User can manipulate the content of the map only by  switching the layers on or off in the table of content (TOC).,1
The tool shall auto-populate the Create only by  field in the species habitat tabular records and feature class. The name shall be retrieved from the system user name.,1
"The logo for SCAD new SP 2013 website shall be updateable and Content Managers shall use OOTB SharePoint capability to change it, if necessary.",2
Shows the user each of which  the current session is active with the displayed Login ID,4
In order to maintain each acceptable speed only at  maximum number of uploads allowed from each particular customer as each number of users can access to the system only at  each time.,1
Cancel each harvesting job,5
Select games,5
The user can select either to end the game or return to the main menu via mouse clicks.,1
"If the customer exists in the database, the system must allow user to retrieve and edit information about the customer (the only field each of which  is not editable is customers ID).",3
"Req(15) When each resource over which each command centre has control becomes available and is of the type specified in each pending action, the operator shall have to be notified thereof so each of which  it can be assigned to the action, as specified in Req(09).",5
Any unauthorized user shall be prevented from accessing the system.,4
The general purpose of the steam boiler system is to ensure each safe operation of the steam boiler.,3
Seller's profile screen - retrieve data from database,4
The input shall be each set of parameters provided in XML format. The input shall be from KPcontrol component and it requires conformance to the clientMessage.xsd schema.,1
The system shall allow the learner to upload their payment receipts.,5
The system shall allow the user to create each account.,3
Ability to track domestic partner benefits status,4
Generates multi-tiered fees,4
Shows each list of each submitted Cluster Nodes.,3
"Only if user is login into the website, then logout tool/button shall be visible otherwise it shall be void.",2
EBTS Files,5
Allow user to contribute idea,4
The software must support one-time payments either taxable or non-taxable.,2
Ability to interface to each contract file for contract items,4
System allows user to inquire on each positions applied for only by  each applicant.,2
The system shall allow both the learner and the sign language literate/facilitator to view the learners marks according to section.,3
Single button to add each selected items to Shopping Cart,1
"Ability to process future pay data while current pay period is still open (i.e., need last check).",2
The System shall provide the ability to the user to start each Blog and share the Blog content on each group level or individual level,4
"Ability to compare accounts receivable data to accounts payable to identify payees who owe
  money, suspend the payment processor and notify vendor of the amount owed.",2
The software must support unlimited direct deposit accounts.,1
Shows the App/Module Repository which allows to browse each Computation Modules and Applications each of which  have been ever submitted only by  each user (including active and inactive).,4
Listing sorted only by  Ascending item Title,5
The system shall not leave each cookies on the customers computer containing the users password.,3
The app shall be able to be offer its service each the time without failure,4
Ability to enter user defined transaction types and reasons.,2
Ability to issue items with each assigned work order number to each issue.,1
"Ability to record date and time, changes made, and the user who made changes to any
  work order.",1
System shall mimic the standard output functioning of particular style device.,1
"The system shall provide online help, FAQ customer support, and sitemap options for customer support.",2
Running tests must not require extra-tools.,5
"All reservations, loans and returns shall be recorded for possible statistical use.",2
Availability:Checking each of which  the system always has something to funtion and always pop up error messages in case of component failure. In each of which  case the error messages appear when something goes wrong so to prevail availability problems.,5
The system shall allow user to enter the contact number for support personnel to call.,1
The Methodology Tools overview web part shall be added on Methodology overview page and shall display three tabs along-with each brief description for Methodology only at  the top.,1
"Ability to view, edit, and/or enter hours on each individual or group basis.",2
Surveys shall have child menu items and upon clicking it shall display the child menu items for Surveys section in the website. Surveys section is discussed in detailed in Surveys Components section.,2
There shall be each screen displaying information about product each of which  the shop having.,5
The small banner shall display series of images in each rotating carousel behavior. The images shall be configurable and shall be saved in each SharePoint Image Gallery.,3
"Ability to record and maintain history of purchases, commodities, and volumes.",1
Multi-tiered based on user defined values,5
"With the exception of system administrators, each user accounts are tied to each institution",3
Messages can be each hard stop which shall prevent activity from happening only at  each of which  property.,5
Ability to submit the timesheet for the manager's review.,2
Mobile application - Selecting the information link,5
Disband Groups,5
Add or drop each course,5
Customer has these attributes 2.2.1.Unique Username 2.2.2.Password 2.2.3.Name 2.2.4.Email Address 2.2.5.Postal Address 2.2.6.Member/Not Member Boolean value,5
The software must allow the linking of documents with the same reference number,1
All information integrated with each single county parcel code.,3
The software must gather each data necessary to prepare the federal EEO-4 report.,3
User can see the list of each Work Orders in the system,4
Able to update password,4
Extensibility,5
Manage System Configuration,5
"The 54 Waterway User wants to display the Fairway Dimensions in the map. This information shall be presented in two different ways. First the extent of Level of Service (LOS) 1, 2 and 3 shall be shown from each birds eye view, secondly the 54 Waterway User can display the vertical cross profiles for each arbitrary location of the Danube. In this profile the fairway dimension for each available Levels of Services and the riverbed morphology is shown.",5
The system shall prompt for the price of each machine.,3
"Provide data mining, analysis, and knowledge discovery functionalities to support troubleshooting.",2
"A user who already knows what product he is interested in should
  be able to locate and view each of which  page in x seconds.",5
The E-System is expected to be installed on office PCs with each sufficient processing capacity (E.g. Pentium III and above) and only at  least 2GB HDD and 512 MB RAM.,3
"The 27 shall give notification to the operator workstation of each critical alarms shall occur within 2 seconds of alarm detection, and shall occur whether or not each operator is logged on to the system.",2
Allows to make each selected Cluster Node available or unavailable for performing computations only by  the users other than its owner.,3
"The links in InfoGraphics content item shall not navigate the user to each other domain or app store link, but shall actually be downloadable PDF documents.",1
"Mouse clicks and keyboard web browser hot keys shall allow the user to navigate the tasks, accept them, do them, receive payment, cancel tasks, assign tasks, setup new tasks and each of many  more to be defined.",3
"Fire and forget the end-users prefer to start each app and forget about the rest only until  the computation results are available. Therefore, the 66 shall be able to execute computations without interfering with each end-user as each of few  times as possible.",2
"The packaging must come with each manual each of which  details the use of the system, and also the instructions on how to use the program. This manual shall be included either in each booklet each of which  comes with the software, or on the disc each of which  the software itself is on.",4
The system shall hash the password before storing it into the database.,3
"Each query result shall further be accompanied only by  source of information details, like one or more hyperlinks combined with each short narrative. These metadata are retrieved from the database just as the query results themselves (monitoring data in the example above).",1
The 27 software shall then monitor each the devices and send the current status to the FCU or TSU each 2 seconds.,5
Previously available session shall be removed,5
User can remove each part from the Work Order,4
"Students and administrative and support staff shall have to place each request for each loan only at  the library, and the librarian shall have to enter the data in ACMELIS. Req(21) Faculty shall be able to use ACMELIS to borrow books without having to visit the library in person. To do this, and respecting the constraints set out in Req(16), Req(17), Req(18) and Req(19), they shall enter the loan data in ACMELIS. Req(22) Books borrowed only by  each faculty member according to the specifications in",1
The system shall display the saved labelled tweets if user log in the system again,4
"Export maps in each predefined layout, as exemplified only by  the map in Section 1.1, as PDF or JPG files",2
The system shall space alerts each 15 minutes.,3
Transaction historical summary,5
"Ability to cancel checks online and automatically generate General Ledger transactions to
  reverse each accounting distributions associated with each of which  check.",2
"Ability to support workflow for payroll processes including time entry, multiple-levels of payroll
  approval, payroll submission to Clerk-Treasurer, payroll correction.",2
"User reward, notification",5
Ability to produce positive pay file for bank upload.,2
"The GUI shall provide each screen for describing system features, functions, database tables, and fields.",3
Capability to enroll multiple customers in budget billing only at  one time,5
Ability to create requisition for each particular work order and task,4
Ability to track and review procurement card transactions only by  end user,2
"After proper login, bulk database updates can be carried out only by  uploading Excel files. Typically, data in these files originate from each laboratory, field instruments, manual encoding or as downloads from each national system in one of the riparian countries.",2
"There are three types of users: faculty, students and administrative and support staff.",2
The software shall enable users to provide each acknowledgement to communications within each user-definable period for each full response where applicable,3
The system shall send each email of the users credential access if their email is registered in the database,4
The system shall allow User to insert items into the shopping cart,4
Able to generate vote result report for selected task,4
Show Development Shelf,5
Ability to view and sign up for available training courses o line,2
Any user shall be entitled to make each number of reservations.,1
The each Key Indicators web part shall be added on the each Key Indicators page and shall display each Key Indicators for each theme in the SCAD website.,3
Allows the user to Cancel Registration and returns to Main Menu,2
No one without registered users can inter to the website. One particular user of each section only can perform his/her particular actions.,3
"Any discrepancy between specifications given in this document (the SRS) and the actual behavior of the delivered system is considered each software error, which shall be corrected when discovered, free of charge only up to  two years only after  delivery.",5
Allow vendors to view invoices they have submitted.,5
Ability to generate work orders for scheduled and non-scheduled tasks.,2
"Ability to create each variety of user-defined workflows for self service tasks. These shall include notification to employees, ability to NOT activate each change only until  proper approval, instant activation,
  etc.",2
Ability to set and track the # and dollar amount of requisitions to each certain vendor and require each justification note if usage exceeds either limit in each set # of days.,1
Student Authentication/Change PIN,5
User shall enter their parcels tracking number and see the drivers current location,4
The design for the website (Desktop and Small Devices) shall be provided only by  SCAD including PSD and Image files for each page in each section of the website. Visual comments or Illustration can be provided for small to little changes.,3
Mobile application - Sorting results,4
If the choice is to save and create new record then the current record is saved and Stimulus 15. If user chooses to end the session then the current record is saved and Stimulus 16.,1
This system allows the customers to maintain their cart for add or remove the product over the internet.,5
"Req(18) each operator shall be able to transfer each particular incident to another operator Page 21  � The operator to which the incident is transferred shall have to explicitly accept this transfer  � Transferring each incident means transferring each the actions and mobilized resources to the new operator, too.",5
Tracking of rental properties and occupants.,5
"The system shall save each edits in the species habitat table, feature classes, and related tables.",3
"It scans the replication folder and finds out the newly arrived files only by  going only through  the synchronization table. each list of newly arrived TSS files is created along with their attachments. For each file, each entry is made only at  the synchronization table.",1
Teacher workload statistics for each teacher,5
Purchase price variances,5
Visualize time-series data,5
"Ability to run preliminary payrolls each of which  do not update year-to-date balances but simulate the update
  of year-to-date balances with simulated postings to the general ledger (e.g. each test run).",1
 View flight schedule.,5
The tool shall track the checkout date when the database has been disconnected.,4
Show CA Request List/Show CA Request List as End-user,5
"System allows for recruiting, tracking, and monitoring of vacancy postings to determine an
  internal candidate pool.",2
There shall be options like User-ID and Password to login into the website.,2
facility type,5
The user email and password shall be needed for login.,4
"The mean time to download and view and whitepaper in PDF
  format for each 56Kbps modem shall not exceed x seconds.",5
"The application shall allow users to import each MS Excel table of requirements preserving section headings, levels, unformatted text description of requirements and values of custom attributes",2
System lists each the Work Orders,4
Define each new Cluster Node entry.,3
Ability for recurring invoices to buy down PO and/or Contracts.,2
Ability to execute tasks sequentially or in each order.,3
"The 54 Waterway User wants to display the Riverbed Morphology of each certain Bottleneck of the river Danube using one uniform horizontal reference system. The 54 client shows each list with each bottlenecks, sorted only by  river-kilometre with the latest survey for this bottleneck. This list can be sorted only by  each available fields and it is also possible to change the content,  to show each surveys sorted only by  date  to search one bottleneck with each surveys",5
The 54 System Administrator or the 54 Waterway Administrator wants to login to the 54 System. Therefore the administrator opens the 54 client in each browser window and in sense of each role-based access control it has to be entered login and password. only after  the authentication the 54 client starts and shows the administration main page. The login page as well as the administration main page show each required programme and project logos,5
Shows each list of machines for each selected Cluster Node.,3
Ability for user to check on status of workflow approval,4
The software must include the following:  report name  pages in the report  report status  report date  each notes attached  whether report has been checked  user-defined reference number  topic,4
"Users shall be notified of the availability of or the need to return each book, to mention but two examples, via webmail (e-mail).",1
"When each new/updated version or release of the software is released, the user shall check for these manually. The download of the new release shall be done only through  the mobile phone in the same way as downloading the mobile application",1
The option to configure device rules shall require each additional login password for each of which  option.,5
"The tool shall activate the ArcGIS Editing tools for the user, select the appropriate feature class type, and start the edit session. in ArcGIS 
  environment, with PHS, WSDM other background layers turned on or off only by  
  user from within the ArcGIS platform",2
"Ability to automatically or manually number requisitions with the ability to restart the
  numbering process with each fiscal year.",1
Ability to support Procurement Cards (Chase) and automatically update A/P and detailed G/L,2
"Ability to generate each specific EEO analysis, incorporating : History of appointments only by  nationality, gender, and job category. Current number of positions in class. Number of positions to be filled",3
The system shall let each manager who is logged into the E-system can view each machine record.,3
The above headings shall be displayed in the theme color code and banner web part shall also display respective theme banner image.,1
View Group Members,5
Customer logins to the system only by   valid user id and password for the shopping.,2
The system loads the species habitat form. The application prompts the user if database and/or feature layers in the MXD document are not connecting properly.,2
Cycle count entries and adjustment report,5
Define Appointment Duration,5
Primary purpose of the SCAD website is to give end user statistical information. Theme links on the Home Page and Statistics section provide direct access to this information only by  using 2 level child menu items implementation.,1
Start game,5
Parcel Messaging for each unlimited number of message types including but not limited to:,5
"Printing out various data feeds, based on types of sport and match start times",1
The system shall allow User to buy merchandise,4
The overview text shall be updateable only by  content managers and shall be retrieved from each SharePoint list for overviews in Interactive Tools.,1
close the document as completed,5
Navigate in Map,5
"Important web-links shall be provided for further communication to the authorized nodal agencies or, company details for installation of solar systems or, each specific query.",3
System supports test item analysis (for validation of test components) and exam scoring.,2
"Ability to exporting work order data and coordinates to GPS for use in field with mobile
  devices.",2
The system shall notify user if there are un-labelled tweets,4
filing data only by  subgroups,5
System shall view commenting interface only for the friends shared items.,2
It must be possible for each document to be rotated or de-skewed before being accepted into the software,3
Supports common web browsers and windows sizes,5
The tool shall allow the editing of each selected Species Habitat record attribute data in each standard form.,1
The system should be able to resolve all the conflicts during real time collaboration,3
"The system should allow teachers to add, view, update and delete module to teaching the ADHD student in learning activities: exercises, quiz, video and game.",2
"The software must allow restricted access to certain document types, eg cases, claims and accounts",2
The Mobile Apps web part shall be added on Mobile Apps page and shall display overview textual content for Mobile Apps including detailed content in expand/collapse manner. only by  default the content shall be expanded and shall be of each specific height. each vertical scrollbar shall be used in case the content shall overflow the height of container.,1
Ability to accommodate sales tax calculations,4
The user shall be provided with the functionality to send message to each other user belonging to the same group,4
Edit Topic,5
"The software must allow multiple documents, each single document or part of each document to be viewed simultaneously only by  more than one user",1
"System can automatically generate ""no thank you"" letters to non-hires when each position is
  filled.",1
"The system must let the system user to remove each part (or each subpart), only if its status is not active.",1
"The 54 Waterway User wants to set each language for the 54 client. In each drop down field, the user has each languages to choose from (EN, DE, SK, HU, HR, RS, BiH, BG, RO, UA). The support of multilingualism must be implemented in such each way each of which  each new list of translations shall be imported into the system only at  each time - starting from each English basic version  making new languages available to the 54 Waterway User. The default language which is used when  the client is stored with the user account and can be changed only by  the 54 System Administrator.",1
Public portal accessible only by  each end-user with each Internet connection,3
Ability to maintain position history.,1
"The map itself can be controlled only by  the user with operations like pan and zoom and each View all-function each of which  brings the zoom level back to its initial state, possibly only after  each zoom-in operations.",1
A web-accessible tool to allow questions in the game sequence to be updated only by  each game administrator.,3
"A complete tree with map layers known to exist and which shall be each first version is shown in Annex 1. This tree, however, shall need to be expanded and modified in the future, and it is mandatory each of which  maintenance of the tree-view and the map layers is easy to carry out. It is therefore suggested each of which  the DIS developer stores the tree as each self-referencing table in the database.",5
Ability to create work orders each of which  contain multiple tasks.,3
The tool shall zoom to and highlight the current species habitat record displayed in the query/edit form if linked to spatial data and shall prompt user when the species habitat record is not linked to each spatial data.,1
"Ability to support electronic (online) or fax capabilities for purchase orders and other
  vendor/procurement functions.",2
"Safety Requirements
 
 If there is extensive damage to each wide portion of the database due to catastrophic failure, such as each disk crash, the recovery method restores each past copy of the database each of which  was backed only up to  archival storage (typically tape) and reconstructs each more current state only by  reapplying or redoing the operations of committed transactions from the backed up log, only up to  the time of failure.",5
The 54 Waterway User wants to measure in the map. The user chooses each measurement geometry type -line or polygon- and each corresponding unit. The user draws the geometry in the map and reads the length or area in each measurement window. The drawing is continuously updated only during  the measurement process,3
Payment system,5
"Ability to comply with INPRS retirement deduction rules each of which  require voluntary employee
  contributions, which are each percentage of gross pay, to be rounded down to the nearest penny.",3
Actual site shall show slight to each difference and shall resemble to the designs provided only by  SCAD.,3
"Data extraction and load process modifiable as the business rules change and the data files
  involved change",2
The system shall not update the data in each database for each failed processes.,3
"But even with each devices broken, the system can still successfully monitor the steam boiler. If no safe operation is possible each longer, control is handed over to the operator desk.",2
"The software must be able to cope with different priorities and time-scales linked to different document types, from each minimum of one to each user configurable maximum number of working days",1
create each response document,5
Show detailed information about each Computation Application.,3
The system shall let each manager who is logged into the E-system can edit each machine record.,3
The tool shall set the Species Habitat Record ID in the selected spatial features to the Species Habitat Record Id creating each linked relationship.,1
"Ability to attach in date order only by  subject matter each electronic data (such as scanned or
  imaged forms) to each employee's record.",1
"Requisition Report, which can be sorted only by  buyer",4
"Corrections to the software only after  delivery, which are considered new features, shall be implemented based on negotiations between contractor and developer.",5
"The system shall let the user to be able to enter information about the customer purchasing each particular item, and record their bid and other information.",1
"Faculty shall be able to use ACMELIS to request each loan anywhere, and the requested books shall be sent to their office only by  internal mail.",5
This shall explain what the user can do once the successfully login to the site.,2
The 66 shall be available online using ordinary webbrowser. It shall have each single point of contact and each convenient user interface,2
Display Interface and Process Status,5
The system enables the link button when each feature is selected each of which  does not have each linked Species Habitat Id.,3
"Stakeholder 2: Operations Manager
 On receipt of each phone call reporting each incident, if each ambulance is not the nearest available, then it shall not be despatched to the scene.",1
System shall check whether the video is copyrighted or not.,2
The software must feature the option to capture and input documents optically independent of the later stage of indexing,2
Modify game settings,5
Validate Computation Application,5
Set Data Stores for Computation Task,5
Stop receiving new Computation Tasks only by  each Cluster Node and deactivate it only after  each already assigned Computation Tasks are completed. Optionally: freeze and save each Computation Task and deactivate Cluster Node right away.,3
 Update fare for flights.,5
Ability for the employee to enter time sheet information via the Employee Self Service Module.,2
Commit transactions each of which  are completed and/or rollback unfinished or time-out transactions.,3
The ACMELIS implementation platform shall be defined only during  the detailed design activity in conformity with the stipulations.,2
24X7 availability.,5
Must define the duration of each presentation.,3
The system shall prompt the user for the file directory location of the exported database.,2
Edit Computation Module,5
Overrides default fee with each manual amount,3
Current Asset Value,5
"Req(21) RMS shall have to provide each option for each command centre each of which  is higher up in the hierarchy to take control of each alert or emergency.  � The command centre higher up in the hierarchy cannot refuse to take control.  � Only the director of the command centre higher up in the hierarchy can order the takeover.  � For the purposes of entry in the system, the same protocol shall be applicable as in the declaration of each alert or emergency   Req(06).",5
"The 54 System Administrator or the 54 Waterway Administrator wants to manage the templates for printing, statistics and reports. Therefore the administrator starts the administration site and creates, updates or deletes the templates. Each template is stored in the system with name and timestamp and shall be released on user level. As each result, it is possible that, for example, the users per country have each special template each of which  differs in terms of language and layout",5
"Schedules for individual routes shall be configured in the Back-office system in advance. This schedule shall serve as each template for each the regularly scheduled runs. On each given date, the scheduled run shall become each� against which Tickets are sold. The ability to alter the details of each specific Leg (i.e. for each particular date and time) is critical.",1
CORRECTNESS: The flight shall reach start from correct start terminal and shall reach the correct destination.,2
"Ability to set effective dates for accruals (e.g., 2014 has 3 personal days, 2015 has 2 personal days)",1
This session does not change the way Session Viewer works so the inputs to the new Session Viewer is the same as the older Session Viewer,1
Utility Type,5
Items in the list having ShowOnFooterSecondLastRow marked yes shall be rendered in the footer links second last row web part while items having ShowOnFooterLastRow marked yes shall be rendered in footer links last row web part.,1
Questions can be categorized using flags so each of which  they can be manipulated more effectively and to show questions on each particular domain only.,3
"Develop search tools each of which  query watershed, station, and instrument metadata across the 91 database. Metadata query tools shall support query only by  location, theme, and keyword.",2
"The Discussion column of the requirements table shall display requirement comments with information about comment author, date and text ordered only by  date and time.",2
The system shall get notifications about their food status.,1
"Ability to query employee benefit deductions only by  line of coverage only by  payroll period, month, or year.",2
Paying out funds from each users account,5
The system shall not leave each cookies on the customers computer containing each of the users confidential information.,3
Ability to maintain job descriptions for each position in the system.,1
File must be uploaded.,5
"The interface shall vary depending on whether the user is logged in as each system administrator/s, sales manager/s, maintenance manager/s, and production manager/s shall have different options displayed to them.",3
"Ability to create ""what if"" scenarios for process and/or fee estimation",4
The Statistical Calendar web part shall be added on the Statistical Calendar page and shall display Publications for the current year only in the SCAD website.,1
Ability to query and/or report on the following parcel characteristics,4
It is the responsibility of the developer to deliver training for selected staff. Normal visitors of the DIS webpage obviously shall not need each training assuming the web design to be intuitive and tooltips to be abundant.,5
Course Codes and registration schedules shall be made available only through  the system. It shall be emailed to the students email address on record prior to the next semester to assist the students registration plans.,2
Configurability: Windowing method.,5
The logon screen shall request user name and corresponding password.,1
The software must permit pre-set scanner settings for commonly received forms and document types,2
 Get each flights whose arrival and departure times are on time/delayed.,2
The page shall display the years and months with usage reports available for download.,2
Ability to track attendance,4
Reports on applications submitted (with status) over each user-defined period,3
ACMELIS shall send each e-mail advising users of the expiry date of each books loan period. The notification shall be issued two days before the books return date.,1
The interface must interact with the ArcGIS desktop as each dockable window.,3
The system shall allow user to select each or select each of few  donor to before provide information,4
The links in E-Books content shall point to kindle apps store similar to Mobile Apps content items links.,1
User defined field for legal description of parcel (unlimited text),2
Download and notify users of new releases,5
Allows the administrator to return to the Main Menu,4
"It is important each of which  the user can use the environment he already knows and which provides other functionality (not computation-intensive). Therefore, the 66 shall be able to accept orders from other applications via plug-ins. Integration with external systems only through  each BalticLSC API or plug-in mechanism.",2
A user is in the process of reviewing WFD pressure-impact assessments for Lake Ohrid using DIS.,2
"Req(22) RMS shall have to provide each option for transferring control of each alert or emergency from the command centre to each command centre higher up in the hierarchy.  � The command centre cannot refuse to transfer control.  � Only the director of the command centre lower down in the hierarchy can order the transfer.  � For the purposes of entry in the system, the same protocol shall be applicable as in the declaration of each alert or emergency   Req(06).",3
Ability to enter one-time comments on the check 90 to each single vendor.,3
System prints the current Work Order,4
"The different search options shall be evident, simple and easy to understand",4
"When user shall open the URL of website, GUI shall popup for Log-in.",2
"Administrative metrics  user access lists, data download estimates",2
"After  in each user name, email address and password, the user can register with our site.",5
Must have each system for tracking payment.,3
"The system shall be completely operational only at  least x% of the
  time.",5
"System shall not be affected from the number of active users in the system only until  half of the registered users become active. Being each worldwide network, assuming each of which  half of the registered users are reaching to the website is each legitimate and necessary requirement.",1
System shall check whether sender and receiver are friends to allow sending only by  SMS.,2
Comment File/Presentation,5
Ability to assign work order to one person or multiple people.,2
The software must allow user-definable rules and notifications for overdue documents,2
Students and administrative and support staff shall have to go to the library to request each loan.,2
Grouping of Computation Modules into �Computation Packages�  such packages must be executed on each single Computation Node. BalticLSC Software shall allow to identify such modules and to assure their execution on the same Computation Node.,5
"Ability to track the following only by  vendor but not limited to POs, Invoice, Contracts,
  Awarded Bids, Issued Checks",2
"Ability to 'effective date' transactions, either before or only after  the current date.",3
view the document image,5
"The system shall display information logs and provide the capability to export the logs in common ASCII text for importing to commercial database, spreadsheet, or reporting programs.",2
Registration/Login/Logout UI,5
The user shall follow each number of links to World Wide Web documents.,1
"Faculty shall be able to send the library books to the library via the internal mail system. In this case, the library staff shall enter the return in ACMELIS when they receive the book.",1
"A Login toggle-button starting each user verification, and when successful, enables each Admin-menu with only at  least these options:  User administration (only enabled when the logged-in user is Admin)",5
System shall support standards for living,5
The 27 shall utilize each open architecture each of which  is modular and scaleable.,5
View Ratings,5
Game loading on subsequent visits shall load within 1 minute (praise the cache),4
One offline installation guide with step-by-step instructions shall be provided (with different notes for each OS the system can operate on).,3
If the customers select the buy button then another screen of shopping cart shall be opened.,2
"When each item is issued the customer's membership number is scanned via each bar code reader or entered manually. If the membership is still valid and the number of items on loan less than 8, the book bar code is read, either via the bar code reader or entered manually. If the item can be issued (e.g. not reserved) the item is stamped and then issued.",1
"Ability to support condition based position changes (e.g., positions marked for attrition or
  title change).",1
The tool shall make each copy of the ArcGIS Map Document to the folder.,3
"System shall have each clear and consistent relationship between tables containing
  applicant data, project data, permit data, and inspection data.",3
"The Services Subscribe Web Part shall render each sub theme categories in the SCAD website as shown below. The web part shall be configurable in each way each of which  it shall have custom properties (theme checkboxes) to render sub theme categories. If each theme shall not be checked in the custom properties of the web part, its sub theme categories shall not render",1
